Call ID,Date Time,Agent ID,Agent State,Call Type,Service,Answer Time,avg talking time,Call Fwd,FWD Agent,disconnected code,disconnect time,Survey Opted,Customer FB,resolved
CID-00688,2026-02-21T09:12:07Z,1008,0,1,2,54,215,Yes,1003.0,1,2026-02-21T09:16:36Z,No,,N
CID-00689,2026-02-14T00:30:24Z,1013,13,4,2,59,437,No,,1,2026-02-14T00:38:40Z,Yes,4.0,Y
CID-00690,2026-02-28T11:47:02Z,1005,13,4,1,32,234,No,,1,2026-02-28T11:51:28Z,No,,N
CID-00691,2026-02-28T23:08:16Z,1011,0,5,3,19,496,Yes,1009.0,1,2026-02-28T23:16:51Z,No,,Y
CID-00692,2026-02-22T23:04:51Z,1009,2,5,3,31,123,No,,1,2026-02-22T23:07:25Z,No,,Y
CID-00693,2026-02-16T04:37:49Z,1003,0,5,5,35,397,Yes,1013.0,1,2026-02-16T04:45:01Z,No,,N
CID-00694,2026-02-25T08:47:57Z,1015,0,5,4,40,276,Yes,1005.0,1,2026-02-25T08:53:13Z,Yes,4.0,Y
CID-00695,2026-02-23T17:03:24Z,1011,0,1,3,43,416,Yes,1010.0,1,2026-02-23T17:11:03Z,No,,Y
CID-00696,2026-02-15T00:06:25Z,1007,0,4,3,19,328,Yes,1013.0,1,2026-02-15T00:12:12Z,No,,Y
CID-00697,2026-02-18T11:19:39Z,1014,0,4,5,59,255,Yes,1005.0,1,2026-02-18T11:24:53Z,No,,Y
CID-00698,2026-02-05T14:02:28Z,1002,1,1,10,50,186,No,,1,2026-02-05T14:06:24Z,No,,N
CID-00699,2026-02-19T21:42:44Z,1012,0,4,2,15,163,Yes,1006.0,1,2026-02-19T21:45:42Z,No,,Y
CID-00700,2026-02-18T08:28:00Z,1003,3,5,10,43,480,No,,1,2026-02-18T08:36:43Z,Yes,5.0,Y
CID-00701,2026-02-13T09:03:19Z,1010,0,4,4,23,374,Yes,1004.0,1,2026-02-13T09:09:56Z,No,,Y
CID-00702,2026-02-27T06:27:24Z,1012,10,5,10,20,233,No,,1,2026-02-27T06:31:37Z,Yes,5.0,N
CID-00703,2026-02-17T19:24:41Z,1013,0,4,10,24,5,Yes,1009.0,57,2026-02-17T19:25:10Z,,,N
CID-00704,2026-02-12T03:33:48Z,1012,13,5,2,22,6,No,,57,2026-02-12T03:34:16Z,,,Y
CID-00705,2026-02-19T00:59:23Z,1008,0,1,4,30,450,Yes,1012.0,1,2026-02-19T01:07:23Z,No,,N
CID-00706,2026-02-01T03:18:45Z,1006,0,2,2,27,11,Yes,1011.0,57,2026-02-01T03:19:23Z,,,Y
CID-00707,2026-02-08T16:40:34Z,1010,13,2,1,17,181,No,,1,2026-02-08T16:43:52Z,Yes,3.0,Y
CID-00708,2026-02-23T14:21:47Z,1005,3,4,4,24,500,No,,1,2026-02-23T14:30:31Z,No,,N
CID-00709,2026-02-19T21:17:48Z,1014,0,4,4,32,204,Yes,1009.0,1,2026-02-19T21:21:44Z,Yes,1.0,Y
CID-00710,2026-02-26T14:07:54Z,1008,0,4,2,33,394,Yes,1003.0,1,2026-02-26T14:15:01Z,No,,N
CID-00711,2026-02-17T19:08:33Z,1012,0,1,10,23,130,Yes,1006.0,1,2026-02-17T19:11:06Z,Yes,3.0,Y
CID-00712,2026-02-22T10:39:54Z,1009,0,5,1,40,329,Yes,1004.0,1,2026-02-22T10:46:03Z,Yes,2.0,N
CID-00713,2026-02-09T16:22:07Z,1013,0,5,10,48,385,Yes,1008.0,1,2026-02-09T16:29:20Z,Yes,4.0,Y
CID-00714,2026-02-28T08:03:29Z,1004,13,4,10,19,142,No,,1,2026-02-28T08:06:10Z,Yes,3.0,Y
CID-00715,2026-02-15T05:55:49Z,1008,0,4,1,38,112,Yes,1014.0,1,2026-02-15T05:58:19Z,Yes,2.0,N
CID-00716,2026-02-21T03:24:19Z,1007,0,4,3,31,276,Yes,1014.0,1,2026-02-21T03:29:26Z,Yes,2.0,Y
CID-00717,2026-02-17T19:26:59Z,1006,2,2,3,22,444,No,,1,2026-02-17T19:34:45Z,No,,Y
CID-00718,2026-02-08T19:48:33Z,1002,0,2,5,53,26,Yes,1007.0,57,2026-02-08T19:49:52Z,,,N
CID-00719,2026-02-22T20:49:20Z,1015,0,1,2,19,275,Yes,1007.0,1,2026-02-22T20:54:14Z,Yes,5.0,Y
CID-00720,2026-02-06T11:18:31Z,1001,4,1,10,51,179,No,,1,2026-02-06T11:22:21Z,No,,N
CID-00721,2026-02-21T04:49:06Z,1011,3,2,1,15,210,No,,1,2026-02-21T04:52:51Z,Yes,4.0,N
CID-00722,2026-02-09T21:24:15Z,1005,0,2,10,57,145,Yes,1007.0,1,2026-02-09T21:27:37Z,Yes,3.0,N
CID-00723,2026-02-21T16:18:55Z,1001,0,1,5,57,128,Yes,1007.0,1,2026-02-21T16:22:00Z,Yes,5.0,N
CID-00724,2026-02-06T20:03:15Z,1004,0,4,4,23,488,Yes,1006.0,1,2026-02-06T20:11:46Z,Yes,1.0,Y
CID-00725,2026-02-11T20:45:38Z,1011,0,4,5,22,296,Yes,1009.0,1,2026-02-11T20:50:56Z,Yes,1.0,N
CID-00726,2026-02-07T03:34:12Z,1008,0,1,3,56,308,Yes,1015.0,1,2026-02-07T03:40:16Z,No,,Y
CID-00727,2026-02-01T00:13:23Z,1008,0,5,10,26,430,Yes,1011.0,1,2026-02-01T00:20:59Z,Yes,4.0,N
CID-00728,2026-02-05T04:47:00Z,1004,0,4,1,37,402,Yes,1015.0,1,2026-02-05T04:54:19Z,Yes,0.0,N
CID-00729,2026-02-14T03:20:41Z,1010,0,2,3,19,347,Yes,1013.0,1,2026-02-14T03:26:47Z,No,,Y
CID-00730,2026-02-04T00:37:32Z,1009,0,1,3,47,440,Yes,1014.0,1,2026-02-04T00:45:39Z,No,,Y
CID-00731,2026-02-01T16:13:45Z,1009,9,4,4,50,85,No,,1,2026-02-01T16:16:00Z,No,,N
CID-00732,2026-02-23T22:24:48Z,1005,0,2,10,17,273,Yes,1006.0,1,2026-02-23T22:29:38Z,Yes,4.0,Y
CID-00733,2026-02-05T13:18:32Z,1003,13,1,1,54,110,No,,1,2026-02-05T13:21:16Z,Yes,2.0,N
CID-00734,2026-02-06T04:59:38Z,1015,1,1,1,42,187,No,,1,2026-02-06T05:03:27Z,Yes,3.0,N
CID-00735,2026-02-11T08:13:15Z,1003,10,2,5,27,145,No,,1,2026-02-11T08:16:07Z,Yes,3.0,N
CID-00736,2026-02-13T07:34:21Z,1002,0,2,10,21,443,Yes,1011.0,1,2026-02-13T07:42:05Z,Yes,3.0,N
CID-00737,2026-02-13T21:23:46Z,1004,0,5,3,39,267,Yes,1009.0,1,2026-02-13T21:28:52Z,Yes,5.0,Y
CID-00738,2026-02-03T00:33:28Z,1005,0,2,2,32,338,Yes,1011.0,1,2026-02-03T00:39:38Z,Yes,3.0,N
CID-00739,2026-02-21T23:15:06Z,1013,0,1,1,42,277,Yes,1007.0,1,2026-02-21T23:20:25Z,No,,Y
CID-00740,2026-02-28T11:20:58Z,1015,0,4,3,51,270,Yes,1001.0,1,2026-02-28T11:26:19Z,No,,Y
CID-00741,2026-02-22T18:31:13Z,1007,9,2,4,16,443,No,,1,2026-02-22T18:38:52Z,Yes,2.0,N
CID-00742,2026-02-14T04:02:39Z,1004,0,1,4,39,98,Yes,1015.0,1,2026-02-14T04:04:56Z,No,,N
CID-00743,2026-02-01T03:00:44Z,1001,0,4,3,19,395,Yes,1015.0,1,2026-02-01T03:07:38Z,Yes,0.0,N
CID-00744,2026-02-24T08:31:33Z,1006,0,4,4,42,241,Yes,1004.0,1,2026-02-24T08:36:16Z,Yes,4.0,N
CID-00745,2026-02-27T13:21:33Z,1007,0,4,1,34,375,Yes,1005.0,1,2026-02-27T13:28:22Z,Yes,4.0,N
CID-00746,2026-02-04T16:33:13Z,1008,10,2,2,24,495,No,,1,2026-02-04T16:41:52Z,Yes,5.0,N
CID-00747,2026-02-06T04:19:25Z,1013,4,2,3,25,386,No,,1,2026-02-06T04:26:16Z,Yes,0.0,N
CID-00748,2026-02-27T14:20:04Z,1013,0,2,10,10,0,Yes,1001.0,57,2026-02-27T14:20:14Z,,,N
CID-00749,2026-02-16T00:52:00Z,1004,0,5,2,34,51,Yes,1013.0,1,2026-02-16T00:53:25Z,Yes,3.0,Y
CID-00750,2026-02-05T10:58:44Z,1002,4,1,4,45,236,No,,1,2026-02-05T11:03:25Z,Yes,2.0,N
CID-00751,2026-02-17T14:43:14Z,1009,0,5,4,10,323,Yes,1003.0,1,2026-02-17T14:48:47Z,Yes,4.0,N
CID-00752,2026-02-06T15:47:44Z,1010,0,2,4,13,445,Yes,1001.0,1,2026-02-06T15:55:22Z,Yes,4.0,N
CID-00753,2026-02-21T16:25:43Z,1007,2,1,1,26,431,No,,1,2026-02-21T16:33:20Z,Yes,4.0,N
CID-00754,2026-02-18T20:43:17Z,1004,0,2,2,17,23,Yes,1009.0,57,2026-02-18T20:43:57Z,,,Y
CID-00755,2026-02-26T08:22:48Z,1005,3,2,5,31,434,No,,1,2026-02-26T08:30:33Z,No,,N
CID-00756,2026-02-26T10:48:06Z,1007,0,2,3,16,78,Yes,1003.0,1,2026-02-26T10:49:40Z,No,,Y
CID-00757,2026-02-26T21:21:16Z,1009,1,5,1,16,63,No,,1,2026-02-26T21:22:35Z,Yes,1.0,Y
CID-00758,2026-02-03T03:10:43Z,1014,13,2,3,12,39,No,,1,2026-02-03T03:11:34Z,Yes,1.0,Y
CID-00759,2026-02-08T11:09:08Z,1004,1,4,3,43,70,No,,1,2026-02-08T11:11:01Z,Yes,3.0,Y
CID-00760,2026-02-07T11:34:21Z,1001,2,2,2,42,186,No,,1,2026-02-07T11:38:09Z,Yes,5.0,N
CID-00761,2026-02-04T07:22:36Z,1001,0,4,2,26,244,Yes,1011.0,1,2026-02-04T07:27:06Z,Yes,0.0,N
CID-00762,2026-02-16T02:57:32Z,1008,0,4,3,53,165,Yes,1012.0,1,2026-02-16T03:01:10Z,Yes,0.0,N
CID-00763,2026-02-14T23:46:13Z,1008,10,2,5,16,166,No,,1,2026-02-14T23:49:15Z,No,,N
CID-00764,2026-02-26T09:16:44Z,1014,0,1,5,23,327,Yes,1005.0,1,2026-02-26T09:22:34Z,Yes,5.0,Y
CID-00765,2026-02-17T13:00:33Z,1002,1,2,2,58,13,No,,57,2026-02-17T13:01:44Z,,,N
CID-00766,2026-02-07T04:53:49Z,1003,0,4,3,58,148,Yes,1011.0,1,2026-02-07T04:57:15Z,No,,N
CID-00767,2026-02-28T00:49:40Z,1010,0,2,2,22,408,Yes,1012.0,1,2026-02-28T00:56:50Z,No,,Y
CID-00768,2026-02-23T08:24:36Z,1002,9,5,1,20,479,No,,1,2026-02-23T08:32:55Z,No,,Y
CID-00769,2026-02-24T21:01:00Z,1005,0,5,3,39,10,Yes,1008.0,57,2026-02-24T21:01:49Z,,,Y
CID-00770,2026-02-21T23:46:22Z,1011,0,2,2,29,369,Yes,1007.0,1,2026-02-21T23:53:00Z,Yes,4.0,Y
CID-00771,2026-02-07T23:23:11Z,1006,3,1,10,12,419,No,,1,2026-02-07T23:30:22Z,No,,N
CID-00772,2026-02-04T03:55:42Z,1005,0,2,4,40,492,Yes,1011.0,1,2026-02-04T04:04:34Z,No,,Y
CID-00773,2026-02-12T17:10:54Z,1001,0,1,1,54,423,Yes,1009.0,1,2026-02-12T17:18:51Z,Yes,2.0,Y
CID-00774,2026-02-10T01:03:45Z,1006,0,2,1,46,222,Yes,1014.0,1,2026-02-10T01:08:13Z,Yes,1.0,Y
CID-00775,2026-02-12T11:43:41Z,1008,0,5,3,11,269,Yes,1004.0,1,2026-02-12T11:48:21Z,Yes,3.0,N
CID-00776,2026-02-07T09:09:17Z,1004,13,5,3,48,272,No,,1,2026-02-07T09:14:37Z,Yes,0.0,Y
CID-00777,2026-02-18T06:31:07Z,1001,0,4,5,55,208,Yes,1013.0,1,2026-02-18T06:35:30Z,No,,N
CID-00778,2026-02-18T16:18:21Z,1006,13,2,4,11,198,No,,1,2026-02-18T16:21:50Z,No,,Y
CID-00779,2026-02-06T03:31:59Z,1006,0,1,10,24,437,Yes,1012.0,1,2026-02-06T03:39:40Z,Yes,3.0,N
CID-00780,2026-02-27T01:06:37Z,1005,0,1,5,52,145,Yes,1015.0,1,2026-02-27T01:09:54Z,No,,Y
CID-00781,2026-02-27T02:37:24Z,1015,4,2,2,48,128,No,,1,2026-02-27T02:40:20Z,Yes,0.0,Y
CID-00782,2026-02-01T20:39:19Z,1005,0,4,1,49,270,Yes,1008.0,1,2026-02-01T20:44:38Z,No,,Y
CID-00783,2026-02-08T12:42:33Z,1011,0,4,10,13,261,Yes,1005.0,1,2026-02-08T12:47:07Z,Yes,1.0,Y
CID-00784,2026-02-20T15:29:34Z,1009,0,2,1,24,371,Yes,1002.0,1,2026-02-20T15:36:09Z,Yes,4.0,N
CID-00785,2026-02-16T13:54:39Z,1006,0,4,1,30,251,Yes,1004.0,1,2026-02-16T13:59:20Z,Yes,5.0,Y
CID-00786,2026-02-02T07:48:33Z,1001,0,4,2,46,463,Yes,1011.0,1,2026-02-02T07:57:02Z,No,,N
CID-00787,2026-02-27T12:08:50Z,1012,0,1,5,33,179,Yes,1005.0,1,2026-02-27T12:12:22Z,Yes,0.0,N
CID-00788,2026-02-16T04:26:29Z,1007,0,5,5,27,435,Yes,1015.0,1,2026-02-16T04:34:11Z,No,,Y
CID-00789,2026-02-26T05:41:34Z,1005,0,2,2,46,152,Yes,1013.0,1,2026-02-26T05:44:52Z,No,,Y
CID-00790,2026-02-25T05:14:25Z,1005,0,1,5,20,463,Yes,1015.0,1,2026-02-25T05:22:28Z,Yes,2.0,Y
CID-00791,2026-02-21T18:47:32Z,1010,13,2,10,20,198,No,,1,2026-02-21T18:51:10Z,Yes,1.0,N
CID-00792,2026-02-17T02:35:04Z,1008,0,5,10,47,394,Yes,1015.0,1,2026-02-17T02:42:25Z,No,,N
CID-00793,2026-02-27T17:26:04Z,1002,0,5,10,28,220,Yes,1006.0,1,2026-02-27T17:30:12Z,Yes,3.0,Y
CID-00794,2026-02-04T03:00:32Z,1009,0,4,4,22,225,Yes,1013.0,1,2026-02-04T03:04:39Z,Yes,1.0,N
CID-00795,2026-02-08T16:39:57Z,1003,0,4,4,10,34,Yes,1009.0,1,2026-02-08T16:40:41Z,Yes,3.0,N
CID-00796,2026-02-22T16:51:02Z,1013,0,2,3,51,493,Yes,1006.0,1,2026-02-22T17:00:06Z,Yes,5.0,N
CID-00797,2026-02-16T21:56:33Z,1009,4,1,5,26,449,No,,1,2026-02-16T22:04:28Z,No,,N
CID-00798,2026-02-02T23:48:52Z,1015,0,2,10,38,377,Yes,1010.0,1,2026-02-02T23:55:47Z,Yes,0.0,Y
CID-00799,2026-02-26T19:10:12Z,1008,2,4,2,47,224,No,,1,2026-02-26T19:14:43Z,No,,N
CID-00800,2026-02-07T00:34:03Z,1003,0,1,4,22,169,Yes,1014.0,1,2026-02-07T00:37:14Z,Yes,4.0,N
CID-00801,2026-02-26T23:36:25Z,1013,0,2,5,13,429,Yes,1007.0,1,2026-02-26T23:43:47Z,No,,N
CID-00802,2026-02-19T01:32:54Z,1010,0,2,10,23,154,Yes,1015.0,1,2026-02-19T01:35:51Z,Yes,3.0,N
CID-00803,2026-02-15T13:13:57Z,1002,4,1,3,19,455,No,,1,2026-02-15T13:21:51Z,No,,N
CID-00804,2026-02-08T10:11:15Z,1011,0,2,4,42,465,Yes,1003.0,1,2026-02-08T10:19:42Z,No,,N
CID-00805,2026-02-02T12:23:23Z,1009,0,1,2,14,279,Yes,1003.0,1,2026-02-02T12:28:16Z,No,,N
CID-00806,2026-02-02T17:49:11Z,1014,0,1,10,37,442,Yes,1009.0,1,2026-02-02T17:57:10Z,Yes,2.0,Y
CID-00807,2026-02-16T09:56:29Z,1010,0,1,5,29,212,Yes,1004.0,1,2026-02-16T10:00:30Z,No,,N
CID-00808,2026-02-28T21:09:07Z,1010,9,2,3,39,348,No,,1,2026-02-28T21:15:34Z,Yes,3.0,Y
CID-00809,2026-02-11T22:32:49Z,1002,0,5,5,51,145,Yes,1008.0,1,2026-02-11T22:36:05Z,Yes,0.0,Y
CID-00810,2026-02-14T20:49:08Z,1004,0,1,4,11,201,Yes,1007.0,1,2026-02-14T20:52:40Z,Yes,1.0,Y
CID-00811,2026-02-15T04:52:44Z,1003,0,1,2,21,397,Yes,1011.0,1,2026-02-15T04:59:42Z,Yes,1.0,N
CID-00812,2026-02-28T22:54:20Z,1005,0,5,1,37,26,Yes,1007.0,57,2026-02-28T22:55:23Z,,,Y
CID-00813,2026-02-28T15:08:22Z,1007,0,1,4,42,440,Yes,1005.0,1,2026-02-28T15:16:24Z,Yes,3.0,Y
CID-00814,2026-02-02T08:04:42Z,1005,3,2,2,54,393,No,,1,2026-02-02T08:12:09Z,Yes,3.0,Y
CID-00815,2026-02-15T11:56:46Z,1013,0,1,3,45,82,Yes,1005.0,1,2026-02-15T11:58:53Z,Yes,3.0,N
CID-00816,2026-02-18T23:54:44Z,1004,0,5,5,52,48,Yes,1008.0,1,2026-02-18T23:56:24Z,No,,N
CID-00817,2026-02-12T03:44:36Z,1005,0,4,1,45,174,Yes,1013.0,1,2026-02-12T03:48:15Z,Yes,0.0,Y
CID-00818,2026-02-14T21:11:19Z,1002,0,1,2,43,59,Yes,1007.0,1,2026-02-14T21:13:01Z,Yes,1.0,N
CID-00819,2026-02-21T16:13:05Z,1003,0,2,1,31,474,Yes,1006.0,1,2026-02-21T16:21:30Z,Yes,5.0,Y
CID-00820,2026-02-14T07:57:11Z,1002,0,2,10,10,484,Yes,1014.0,1,2026-02-14T08:05:25Z,Yes,1.0,Y
CID-00821,2026-02-02T20:49:36Z,1015,0,4,5,14,255,Yes,1009.0,1,2026-02-02T20:54:05Z,No,,N
CID-00822,2026-02-16T02:42:05Z,1005,0,1,2,28,111,Yes,1013.0,1,2026-02-16T02:44:24Z,Yes,2.0,N
CID-00823,2026-02-01T04:09:11Z,1009,0,4,1,54,244,Yes,1015.0,1,2026-02-01T04:14:09Z,Yes,2.0,N
CID-00824,2026-02-16T01:32:18Z,1013,10,5,1,53,90,No,,1,2026-02-16T01:34:41Z,No,,Y
CID-00825,2026-02-10T15:18:24Z,1001,13,4,3,26,255,No,,1,2026-02-10T15:23:05Z,Yes,0.0,N
CID-00826,2026-02-21T22:18:21Z,1014,0,1,2,35,490,Yes,1006.0,1,2026-02-21T22:27:06Z,Yes,2.0,Y
CID-00827,2026-02-04T19:59:34Z,1001,0,5,10,31,261,Yes,1007.0,1,2026-02-04T20:04:26Z,Yes,2.0,Y
CID-00828,2026-02-10T20:00:09Z,1015,0,5,3,35,5,Yes,1006.0,57,2026-02-10T20:00:49Z,,,N
CID-00829,2026-02-01T05:35:28Z,1008,0,1,5,37,178,Yes,1012.0,1,2026-02-01T05:39:03Z,Yes,0.0,N
CID-00830,2026-02-28T22:40:27Z,1003,0,2,1,60,341,Yes,1007.0,1,2026-02-28T22:47:08Z,No,,Y
CID-00831,2026-02-17T19:44:53Z,1011,0,4,10,12,154,Yes,1008.0,1,2026-02-17T19:47:39Z,No,,N
CID-00832,2026-02-25T13:45:21Z,1008,0,4,5,25,367,Yes,1001.0,1,2026-02-25T13:51:53Z,No,,N
CID-00833,2026-02-28T01:54:46Z,1013,4,5,1,24,357,No,,1,2026-02-28T02:01:07Z,Yes,0.0,N
CID-00834,2026-02-19T15:08:21Z,1008,0,2,10,19,195,Yes,1003.0,1,2026-02-19T15:11:55Z,No,,Y
CID-00835,2026-02-02T13:40:49Z,1007,0,5,5,58,303,Yes,1001.0,1,2026-02-02T13:46:50Z,Yes,1.0,Y
CID-00836,2026-02-10T02:01:38Z,1014,9,4,1,43,164,No,,1,2026-02-10T02:05:05Z,Yes,5.0,N
CID-00837,2026-02-23T04:58:48Z,1005,0,2,5,18,489,Yes,1015.0,1,2026-02-23T05:07:15Z,Yes,2.0,Y
CID-00838,2026-02-02T17:22:58Z,1013,0,5,10,28,106,Yes,1007.0,1,2026-02-02T17:25:12Z,Yes,2.0,Y
CID-00839,2026-02-18T15:14:17Z,1004,13,5,3,24,258,No,,1,2026-02-18T15:18:59Z,No,,Y
CID-00840,2026-02-27T11:40:36Z,1003,3,4,10,25,200,No,,1,2026-02-27T11:44:21Z,Yes,5.0,N
CID-00841,2026-02-16T09:49:59Z,1002,13,2,2,36,113,No,,1,2026-02-16T09:52:28Z,No,,Y
CID-00842,2026-02-15T04:09:52Z,1006,0,4,4,42,128,Yes,1015.0,1,2026-02-15T04:12:42Z,Yes,0.0,Y
CID-00843,2026-02-20T12:11:10Z,1011,0,4,10,49,149,Yes,1004.0,1,2026-02-20T12:14:28Z,No,,Y
CID-00844,2026-02-05T23:00:46Z,1006,13,5,10,16,410,No,,1,2026-02-05T23:07:52Z,Yes,2.0,Y
CID-00845,2026-02-13T04:13:10Z,1013,3,1,5,60,85,No,,1,2026-02-13T04:15:35Z,No,,N
CID-00846,2026-02-23T13:01:28Z,1009,0,1,4,53,295,Yes,1004.0,1,2026-02-23T13:07:16Z,No,,N
CID-00847,2026-02-20T08:43:43Z,1006,0,5,3,16,445,Yes,1004.0,1,2026-02-20T08:51:24Z,Yes,5.0,Y
CID-00848,2026-02-01T02:17:25Z,1001,0,5,5,33,488,Yes,1013.0,1,2026-02-01T02:26:06Z,Yes,1.0,Y
CID-00849,2026-02-15T08:46:01Z,1012,0,2,4,30,51,Yes,1002.0,1,2026-02-15T08:47:22Z,No,,Y
CID-00850,2026-02-15T13:40:08Z,1008,0,5,3,33,447,Yes,1001.0,1,2026-02-15T13:48:08Z,Yes,0.0,Y
CID-00851,2026-02-21T00:50:40Z,1015,2,2,5,42,484,No,,1,2026-02-21T00:59:26Z,No,,Y
CID-00852,2026-02-13T10:31:29Z,1006,0,4,5,23,311,Yes,1001.0,1,2026-02-13T10:37:03Z,Yes,0.0,N
CID-00853,2026-02-28T09:05:01Z,1009,0,1,2,58,442,Yes,1002.0,1,2026-02-28T09:13:21Z,Yes,3.0,Y
CID-00854,2026-02-13T02:34:25Z,1006,0,2,4,16,33,Yes,1014.0,1,2026-02-13T02:35:14Z,Yes,2.0,Y
CID-00855,2026-02-01T21:05:06Z,1003,0,5,3,39,26,Yes,1006.0,57,2026-02-01T21:06:11Z,,,N
CID-00856,2026-02-04T12:21:14Z,1002,3,5,1,59,440,No,,1,2026-02-04T12:29:33Z,No,,Y
CID-00857,2026-02-17T04:23:07Z,1001,0,2,1,17,448,Yes,1011.0,1,2026-02-17T04:30:52Z,Yes,5.0,Y
CID-00858,2026-02-10T14:11:29Z,1009,0,5,4,43,127,Yes,1004.0,1,2026-02-10T14:14:19Z,No,,Y
CID-00859,2026-02-10T20:35:52Z,1008,9,1,3,25,369,No,,1,2026-02-10T20:42:26Z,No,,Y
CID-00860,2026-02-05T23:10:15Z,1015,0,4,3,45,106,Yes,1009.0,1,2026-02-05T23:12:46Z,Yes,3.0,N
CID-00861,2026-02-03T18:46:08Z,1005,0,2,10,43,451,Yes,1008.0,1,2026-02-03T18:54:22Z,Yes,2.0,N
CID-00862,2026-02-26T04:40:48Z,1010,0,4,5,12,231,Yes,1013.0,1,2026-02-26T04:44:51Z,Yes,2.0,N
CID-00863,2026-02-18T07:44:20Z,1013,4,1,1,55,77,No,,1,2026-02-18T07:46:32Z,Yes,3.0,N
CID-00864,2026-02-28T03:48:03Z,1003,0,2,3,16,311,Yes,1012.0,1,2026-02-28T03:53:30Z,Yes,1.0,Y
CID-00865,2026-02-25T06:26:29Z,1003,0,5,2,10,18,Yes,1015.0,57,2026-02-25T06:26:57Z,,,Y
CID-00866,2026-02-02T01:46:05Z,1014,4,5,4,16,432,No,,1,2026-02-02T01:53:33Z,Yes,2.0,Y
CID-00867,2026-02-24T19:58:34Z,1004,0,1,10,60,4,Yes,1006.0,57,2026-02-24T19:59:38Z,,,N
CID-00868,2026-02-27T20:17:38Z,1006,1,4,4,48,76,No,,1,2026-02-27T20:19:42Z,Yes,3.0,N
CID-00869,2026-02-19T01:47:31Z,1001,0,1,2,48,455,Yes,1015.0,1,2026-02-19T01:55:54Z,Yes,4.0,N
CID-00870,2026-02-26T02:06:09Z,1010,0,5,3,56,93,Yes,1012.0,1,2026-02-26T02:08:38Z,No,,N
CID-00871,2026-02-13T13:57:36Z,1011,0,5,1,49,87,Yes,1001.0,1,2026-02-13T13:59:52Z,No,,N
CID-00872,2026-02-26T02:20:17Z,1004,0,1,2,58,376,Yes,1013.0,1,2026-02-26T02:27:31Z,Yes,0.0,Y
CID-00873,2026-02-04T18:51:38Z,1005,0,5,2,38,44,Yes,1010.0,1,2026-02-04T18:53:00Z,Yes,1.0,N
CID-00874,2026-02-25T21:44:44Z,1015,0,4,2,33,135,Yes,1008.0,1,2026-02-25T21:47:32Z,No,,Y
CID-00875,2026-02-16T09:34:30Z,1004,3,2,5,59,14,No,,57,2026-02-16T09:35:43Z,,,Y
CID-00876,2026-02-05T19:34:50Z,1004,0,4,5,29,294,Yes,1008.0,1,2026-02-05T19:40:13Z,No,,N
CID-00877,2026-02-25T02:26:28Z,1002,0,2,4,34,226,Yes,1015.0,1,2026-02-25T02:30:48Z,Yes,1.0,Y
CID-00878,2026-02-04T19:25:48Z,1003,0,4,5,22,275,Yes,1006.0,1,2026-02-04T19:30:45Z,Yes,1.0,N
CID-00879,2026-02-12T19:52:16Z,1011,0,1,2,32,95,Yes,1008.0,1,2026-02-12T19:54:23Z,No,,N
CID-00880,2026-02-20T14:13:48Z,1014,0,2,10,60,287,Yes,1002.0,1,2026-02-20T14:19:35Z,No,,N
CID-00881,2026-02-16T13:14:02Z,1005,3,2,5,13,276,No,,1,2026-02-16T13:18:51Z,No,,N
CID-00882,2026-02-06T06:15:29Z,1012,1,5,10,18,213,No,,1,2026-02-06T06:19:20Z,No,,Y
CID-00883,2026-02-20T22:03:40Z,1001,0,5,2,47,331,Yes,1006.0,1,2026-02-20T22:09:58Z,Yes,0.0,N
CID-00884,2026-02-13T11:54:44Z,1014,0,1,10,34,25,Yes,1003.0,57,2026-02-13T11:55:43Z,,,N
CID-00885,2026-02-26T08:20:06Z,1006,0,5,5,16,480,Yes,1002.0,1,2026-02-26T08:28:22Z,No,,N
CID-00886,2026-02-27T20:49:21Z,1005,0,4,5,46,14,Yes,1007.0,57,2026-02-27T20:50:21Z,,,Y
CID-00887,2026-02-05T15:03:45Z,1004,2,5,1,22,318,No,,1,2026-02-05T15:09:25Z,No,,Y
CID-00888,2026-02-10T04:35:21Z,1009,0,2,1,59,397,Yes,1011.0,1,2026-02-10T04:42:57Z,Yes,2.0,N
CID-00889,2026-02-01T07:34:01Z,1007,0,1,5,10,330,Yes,1015.0,1,2026-02-01T07:39:41Z,Yes,0.0,N
CID-00890,2026-02-16T13:23:14Z,1005,3,4,3,28,28,No,,57,2026-02-16T13:24:10Z,,,Y
CID-00891,2026-02-09T23:41:42Z,1009,4,5,1,40,408,No,,1,2026-02-09T23:49:10Z,Yes,5.0,Y
CID-00892,2026-02-04T03:47:38Z,1008,0,5,10,53,352,Yes,1012.0,1,2026-02-04T03:54:23Z,Yes,5.0,N
CID-00893,2026-02-25T14:00:43Z,1010,0,4,2,51,222,Yes,1005.0,1,2026-02-25T14:05:16Z,No,,Y
CID-00894,2026-02-16T16:40:38Z,1012,0,5,5,45,256,Yes,1007.0,1,2026-02-16T16:45:39Z,Yes,3.0,N
CID-00895,2026-02-17T14:22:23Z,1004,10,4,2,42,222,No,,1,2026-02-17T14:26:47Z,No,,Y
CID-00896,2026-02-13T16:09:51Z,1010,9,1,2,55,280,No,,1,2026-02-13T16:15:26Z,No,,Y
